HKWorkoutActivityTypeHighIntensityIntervalTraining,30.14994916717211,min,2021-09-08 08:59:25 +0800,2021-09-08 08:29:10 +0800,2021-09-08 08:59:25 +0800
HKWorkoutActivityTypeWalking,69.95608170032502,min,2021-09-09 20:20:55 +0800,2021-09-09 19:10:56 +0800,2021-09-09 20:20:54 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,26.86758608222008,min,2021-09-10 09:09:49 +0800,2021-09-10 08:42:57 +0800,2021-09-10 09:09:49 +0800
HKWorkoutActivityTypeSwimming,52.86513134837151,min,2021-09-11 18:12:30 +0800,2021-09-11 17:19:36 +0800,2021-09-11 18:12:28 +0800
HKWorkoutActivityTypeSwimming,55.8681460817655,min,2021-09-12 08:47:17 +0800,2021-09-12 07:51:21 +0800,2021-09-12 08:47:16 +0800
HKWorkoutActivityTypeSwimming,52.870546601216,min,2021-09-12 20:56:20 +0800,2021-09-12 20:03:26 +0800,2021-09-12 20:56:18 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,28.8820907831192,min,2021-09-14 09:00:16 +0800,2021-09-14 08:31:22 +0800,2021-09-14 09:00:15 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,34.86469744841258,min,2021-09-15 09:26:30 +0800,2021-09-15 08:39:19 +0800,2021-09-15 09:26:29 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,25.96681070129076,min,2021-09-16 09:27:09 +0800,2021-09-16 09:01:10 +0800,2021-09-16 09:27:08 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,36.96445425152778,min,2021-09-19 22:27:24 +0800,2021-09-19 21:50:25 +0800,2021-09-19 22:27:23 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,36.88451499938965,min,2021-09-20 22:42:05 +0800,2021-09-20 22:05:11 +0800,2021-09-20 22:42:04 +0800
HKWorkoutActivityTypeSwimming,52.86406138340632,min,2021-09-21 08:50:09 +0800,2021-09-21 07:57:16 +0800,2021-09-21 08:50:08 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,39.86723398367564,min,2021-09-22 22:45:31 +0800,2021-09-22 22:05:38 +0800,2021-09-22 22:45:30 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,25.88472183346748,min,2021-09-23 09:00:02 +0800,2021-09-23 08:34:08 +0800,2021-09-23 09:00:01 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,12.87174828449885,min,2021-09-24 08:45:21 +0800,2021-09-24 08:32:28 +0800,2021-09-24 08:45:21 +0800
